                                                                                                            Experiments |  2 corpus | 3 WER | 4 Del | 5 Ins | 6 Sub | 7 Enc RTF | 8 Search RTF | 9 Total RTF |             10 Step Hyps |                 11 Step Word End Hyps |                        12 Step Trees
                       1365__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.1_elm0.9 | dev-other |  13.5 |   9.9 |   0.2 |   3.4 |   0.21258 |       3.4617 |     3.67428 | 0.00/0.00/0.00/0.00/0.00 |      37.09/12.00/114.00/279.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1366__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.1_elm1.0 | dev-other |  18.0 |  14.4 |   0.2 |   3.5 |   0.20506 |      3.14311 |     3.34817 | 0.00/0.00/0.00/0.00/0.00 |       32.63/11.00/95.00/259.00/508.00 |             1.00/1.00/1.00/1.00/1.00
                       1367__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.1_elm1.1 | dev-other |  23.3 |  19.5 |   0.2 |   3.6 |   0.20674 |      3.14076 |      3.3475 | 0.00/0.00/0.00/0.00/0.00 |       28.64/10.00/79.00/238.00/508.00 |             1.00/1.00/1.00/1.00/1.00
                       1368__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.1_elm1.2 | dev-other |  27.9 |  24.0 |   0.2 |   3.7 |   0.19756 |      2.80306 |     3.00062 | 0.00/0.00/0.00/0.00/0.00 |       25.23/10.00/66.00/218.00/504.00 |             1.00/1.00/1.00/1.00/1.00
                       1369__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm0.6 | dev-other |   4.9 |   0.7 |   0.4 |   3.8 |   0.20353 |      3.60825 |     3.81178 | 0.00/0.00/0.00/0.00/0.00 |      55.08/16.00/203.00/345.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1370__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm0.7 | dev-other |   5.5 |   1.4 |   0.4 |   3.7 |    0.2016 |      3.59498 |     3.79658 | 0.00/0.00/0.00/0.00/0.00 |      50.35/15.00/186.00/331.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1371__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm0.8 | dev-other |   6.8 |   2.9 |   0.3 |   3.6 |   0.19903 |      3.43307 |      3.6321 | 0.00/0.00/0.00/0.00/0.00 |      45.86/13.00/164.00/314.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1372__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm0.9 | dev-other |   8.6 |   4.8 |   0.3 |   3.5 |   0.19489 |      3.36289 |     3.55778 | 0.00/0.00/0.00/0.00/0.00 |      41.32/12.00/138.00/295.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1373__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm1.0 | dev-other |  11.8 |   8.1 |   0.3 |   3.5 |    0.2297 |      3.61602 |     3.84572 | 0.00/0.00/0.00/0.00/0.00 |      36.28/12.00/112.00/276.00/509.00 |             1.00/1.00/1.00/1.00/1.00
                       1374__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm1.1 | dev-other |  16.4 |  12.7 |   0.2 |   3.5 |    0.2046 |      3.21799 |     3.42259 | 0.00/0.00/0.00/0.00/0.00 |       31.77/11.00/92.00/254.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1375__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.2_elm1.2 | dev-other |  20.7 |  17.0 |   0.2 |   3.6 |   0.20229 |      2.98208 |     3.18437 | 0.00/0.00/0.00/0.00/0.00 |       28.42/10.00/78.00/237.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1376__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm0.6 | dev-other |   4.8 |   0.5 |   0.4 |   3.9 |   0.20562 |      3.75673 |     3.96235 | 0.00/0.00/0.00/0.00/0.00 |      57.84/17.00/210.00/355.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1377__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm0.7 | dev-other |   4.9 |   0.7 |   0.4 |   3.8 |   0.20563 |      3.63934 |     3.84497 | 0.00/0.00/0.00/0.00/0.00 |      52.50/15.00/194.00/340.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1378__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm0.8 | dev-other |   5.2 |   1.2 |   0.3 |   3.7 |   0.20769 |      3.60452 |     3.81222 | 0.00/0.00/0.00/0.00/0.00 |      48.21/14.00/178.00/326.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1379__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |   6.1 |   2.2 |   0.3 |   3.6 |   0.19952 |      3.40267 |     3.60219 | 0.00/0.00/0.00/0.00/0.00 |      44.26/13.00/157.00/311.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1380__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |   8.0 |   4.2 |   0.3 |   3.5 |   0.20676 |      3.40324 |        3.61 | 0.00/0.00/0.00/0.00/0.00 |      39.91/12.00/133.00/292.00/509.00 |             1.00/1.00/1.00/1.00/1.00
                       1381__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |  10.7 |   7.0 |   0.2 |   3.5 |   0.20021 |      3.16429 |      3.3645 | 0.00/0.00/0.00/0.00/0.00 |      35.53/11.00/109.00/273.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1382__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |  13.9 |  10.2 |   0.2 |   3.5 |   0.22085 |      3.49244 |      3.7133 | 0.00/0.00/0.00/0.00/0.00 |       31.64/11.00/92.00/253.00/509.00 |             1.00/1.00/1.00/1.00/1.00
                       1383__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   5.0 |   0.5 |   0.5 |   4.0 |   0.20919 |      4.03663 |     4.24582 | 0.00/0.00/0.00/0.00/0.00 |      61.60/19.00/219.00/367.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1384__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |   4.8 |   0.5 |   0.4 |   3.9 |    0.2134 |      3.76221 |     3.97562 | 0.00/0.00/0.00/0.00/0.00 |      55.22/16.00/203.00/349.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1385__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   4.8 |   0.7 |   0.4 |   3.8 |   0.20897 |      3.55432 |     3.76329 | 0.00/0.00/0.00/0.00/0.00 |      50.32/14.00/188.00/334.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1386__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   4.9 |   0.9 |   0.3 |   3.7 |   0.20163 |      3.42744 |     3.62907 | 0.00/0.00/0.00/0.00/0.00 |      46.34/13.00/170.00/322.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1387__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   5.9 |   2.0 |   0.3 |   3.6 |    0.2194 |      3.68474 |     3.90414 | 0.00/0.00/0.00/0.00/0.00 |      42.72/12.00/150.00/306.00/509.00 |             1.00/1.00/1.00/1.00/1.00
                       1388__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |   7.2 |   3.4 |   0.3 |   3.5 |   0.20015 |      3.22541 |     3.42556 | 0.00/0.00/0.00/0.00/0.00 |      38.89/12.00/128.00/290.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                       1389__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   9.3 |   5.5 |   0.2 |   3.5 |   0.20447 |      3.18356 |     3.38803 | 0.00/0.00/0.00/0.00/0.00 |      34.96/11.00/107.00/272.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1390__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |   5.2 |   0.4 |   0.5 |   4.2 |    0.2042 |      3.97146 |     4.17566 | 0.00/0.00/0.00/0.00/0.00 |      66.89/22.00/229.00/385.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1391__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |   5.0 |   0.5 |   0.4 |   4.1 |   0.20835 |      3.82543 |     4.03378 | 0.00/0.00/0.00/0.00/0.00 |      58.96/18.00/212.00/363.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1392__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.21032 |      3.69656 |     3.90688 | 0.00/0.00/0.00/0.00/0.00 |      52.99/16.00/196.00/344.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                       1393__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |   4.9 |   0.6 |   0.3 |   3.9 |   0.20349 |      3.49558 |     3.69906 | 0.00/0.00/0.00/0.00/0.00 |      48.40/14.00/180.00/329.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1394__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |   5.0 |   0.9 |   0.3 |   3.8 |   0.20469 |      3.37859 |     3.58328 | 0.00/0.00/0.00/0.00/0.00 |      44.70/13.00/162.00/315.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                       1395__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm1.1 | dev-other |   5.6 |   1.6 |   0.3 |   3.7 |   0.22922 |      3.70441 |     3.93364 | 0.00/0.00/0.00/0.00/0.00 |      41.30/12.00/143.00/302.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                       1396__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_tree_bpe-LSTM_ilm0.5_elm1.2 | dev-other |   6.8 |   2.9 |   0.3 |   3.6 |   0.20531 |       3.3275 |     3.53281 | 0.00/0.00/0.00/0.00/0.00 |      37.58/11.00/122.00/285.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                    1397__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.6 | dev-other |   7.5 |   3.6 |   0.3 |   3.6 |   0.21734 |      2.87874 |     3.09607 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1398__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.7 | dev-other |   9.5 |   5.7 |   0.3 |   3.5 |   0.20194 |      2.55933 |     2.76127 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1399__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.8 | dev-other |  12.5 |   8.9 |   0.2 |   3.4 |   0.20383 |      2.45972 |     2.66355 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1400__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm0.9 | dev-other |  15.1 |  11.5 |   0.2 |   3.4 |   0.20924 |      2.33285 |     2.54209 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1401__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm1.0 | dev-other |  17.9 |  14.2 |   0.2 |   3.5 |   0.20068 |        2.161 |     2.36168 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1402__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm1.1 | dev-other |  22.2 |  18.4 |   0.2 |   3.6 |   0.19695 |      2.03901 |     2.23595 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1403__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.0_elm1.2 | dev-other |  25.7 |  21.7 |   0.2 |   3.8 |   0.19811 |      1.95288 |     2.15099 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1404__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.6 | dev-other |   5.7 |   1.7 |   0.3 |   3.7 |   0.19029 |      2.68067 |     2.87096 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1405__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.7 | dev-other |   6.9 |   3.0 |   0.3 |   3.6 |   0.17471 |      2.38451 |     2.55922 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1406__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.8 | dev-other |   8.5 |   4.8 |   0.3 |   3.5 |   0.21462 |      2.84234 |     3.05696 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1407__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm0.9 | dev-other |  11.2 |   7.5 |   0.3 |   3.4 |   0.19785 |      2.39307 |     2.59092 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1408__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm1.0 | dev-other |  13.7 |  10.1 |   0.2 |   3.4 |   0.20074 |      2.39535 |     2.59609 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1409__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm1.1 | dev-other |  16.8 |  13.1 |   0.2 |   3.5 |   0.20316 |      2.29968 |     2.50283 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1410__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.1_elm1.2 | dev-other |  20.6 |  16.7 |   0.2 |   3.6 |   0.21212 |      2.21741 |     2.42953 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1411__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.6 | dev-other |   5.0 |   0.8 |   0.3 |   3.8 |   0.20938 |      2.97219 |     3.18157 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1412__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.7 | dev-other |   5.4 |   1.3 |   0.3 |   3.7 |   0.20125 |      2.77598 |     2.97723 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1413__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.8 | dev-other |   6.5 |   2.7 |   0.3 |   3.5 |   0.21944 |      2.81752 |     3.03697 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1414__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm0.9 | dev-other |   7.7 |   3.9 |   0.3 |   3.5 |   0.23906 |      2.99576 |     3.23482 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1415__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm1.0 | dev-other |  10.1 |   6.4 |   0.3 |   3.4 |   0.20052 |      2.41364 |     2.61415 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1416__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm1.1 | dev-other |  12.7 |   9.1 |   0.2 |   3.4 |   0.19781 |      2.32989 |     2.52769 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1417__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.2_elm1.2 | dev-other |  15.7 |  11.9 |   0.2 |   3.5 |    0.2186 |      2.33455 |     2.55315 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1418__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.6 | dev-other |   4.8 |   0.5 |   0.4 |   3.9 |   0.21818 |      3.09152 |      3.3097 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1419__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.7 | dev-other |   4.9 |   0.8 |   0.3 |   3.8 |    0.2008 |      2.81841 |     3.01921 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1420__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.8 | dev-other |   5.1 |   1.1 |   0.3 |   3.7 |   0.20874 |      2.74264 |     2.95138 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1421__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |   5.9 |   2.1 |   0.3 |   3.6 |   0.21164 |      2.71037 |     2.92202 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1422__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |   7.1 |   3.4 |   0.3 |   3.5 |     0.207 |      2.54913 |     2.75614 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1423__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |   9.2 |   5.4 |   0.3 |   3.5 |   0.20858 |      2.51111 |     2.71969 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1424__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |  11.5 |   7.8 |   0.2 |   3.5 |   0.20531 |      2.35844 |     2.56374 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1425__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   5.0 |   0.5 |   0.4 |   4.1 |   0.20895 |      3.14466 |     3.35361 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1426__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |   4.8 |   0.5 |   0.3 |   3.9 |   0.21305 |      3.02935 |      3.2424 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1427__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   4.8 |   0.7 |   0.3 |   3.8 |   0.21034 |      2.85004 |     3.06038 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1428__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   5.0 |   0.9 |   0.3 |   3.7 |   0.20966 |      2.71918 |     2.92884 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1429__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   5.5 |   1.6 |   0.3 |   3.6 |   0.21214 |      2.67662 |     2.88876 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1430__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |   6.4 |   2.6 |   0.3 |   3.5 |   0.20656 |      2.51226 |     2.71883 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1431__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   8.2 |   4.5 |   0.3 |   3.5 |   0.20289 |      2.37659 |     2.57948 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1432__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |   5.4 |   0.6 |   0.4 |   4.3 |   0.19839 |      3.21019 |     3.40857 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1433__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |   5.2 |   0.6 |   0.4 |   4.2 |   0.21463 |      3.23202 |     3.44664 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1434__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |   5.0 |   0.6 |   0.3 |   4.0 |   0.20399 |      2.78173 |     2.98572 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1435__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |   5.0 |   0.7 |   0.3 |   3.9 |   0.21139 |      2.81432 |     3.02571 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1436__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |   5.0 |   0.9 |   0.3 |   3.8 |   0.20735 |      2.63434 |     2.84169 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1437__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm1.1 | dev-other |   5.3 |   1.3 |   0.3 |   3.7 |   0.20034 |      2.46996 |      2.6703 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                    1438__full_ctx_transducer_qat_encoder_prediction_bpe_v2_lowbs__recog_lexfree_bpe-LSTM_ilm0.5_elm1.2 | dev-other |   6.2 |   2.3 |   0.3 |   3.6 |   0.21015 |      2.49706 |     2.70721 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                                       1439__qat_full_ctx_transducer_bpe_v2_low_bs__recog_recog_lexfree | dev-other |   6.1 |   0.6 |   0.5 |   5.0 |   0.23245 |      0.45355 |       0.686 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                                        1440__qat_full_ctx_transducer_bpe_v2_low_bs__recog_tree_mbs1024 | dev-other |   5.9 |   0.4 |   0.7 |   4.8 |   0.17837 |      4.24066 |     4.41903 | 0.00/0.00/0.00/0.00/0.00 |   329.84/323.00/726.00/944.00/1023.00 |             1.00/1.00/1.00/1.00/1.00
