Experiment Name,Dataset,WER,WER2,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm0.9,dev-other,4.9,4.86,3.7,0.4,0.8,0.21709844571298037,1.3586781125660603,1.5757765582790406
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm1.0,dev-other,5.0,4.95,3.6,0.3,1.0,0.2206744020573826,1.2796998163335636,1.5003742183909463
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm1.1,dev-other,5.1,5.11,3.6,0.3,1.2,0.2051994318017349,1.1452587078550474,1.350458139656782
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm1.2,dev-other,5.5,5.43,3.5,0.3,1.6,0.208149568022061,1.1037556972264195,1.3119052652484804
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm0.6,dev-other,5.0,5.00,4.1,0.5,0.4,0.22228692164528524,1.5717732635426966,1.7940601851879818
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm0.7,dev-other,5.0,4.93,4.0,0.4,0.5,0.21018978674774444,1.4122189919173818,1.6224087786651262
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm0.8,dev-other,5.0,4.94,4.0,0.4,0.6,0.21393275295535646,1.3855870986764514,1.5995198516318079
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm0.9,dev-other,4.9,4.88,3.9,0.4,0.6,0.24891032798164991,1.5621942794582282,1.8111046074398782
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm1.0,dev-other,4.9,4.85,3.8,0.4,0.8,0.2105080737112857,1.2286791755315984,1.439187249242884
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm1.1,dev-other,4.9,4.91,3.7,0.3,0.9,0.2137427391710275,1.2394962909247587,1.453239030095786
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.2_elm1.2,dev-other,5.0,5.02,3.6,0.3,1.1,0.20857922627078102,1.13417365706228,1.342752883333061
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm0.6,dev-other,5.0,5.01,4.1,0.5,0.4,0.2184282601974282,1.5794679746799154,1.7978962348773437
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm0.7,dev-other,4.9,4.90,4.0,0.5,0.4,0.22307926013406618,1.5406359446667437,1.7637152048008098
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm0.8,dev-other,4.9,4.90,4.0,0.4,0.5,0.250916528651459,1.6761988950396205,1.9271154236910795
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm0.9,dev-other,4.9,4.85,3.9,0.4,0.5,0.21767365785654996,1.3675942159695536,1.5852678738261035
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm1.0,dev-other,4.9,4.84,3.8,0.4,0.6,0.2102329025258117,1.2144069342601258,1.4246398367859374
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm1.1,dev-other,4.9,4.84,3.8,0.3,0.7,0.21596343856601583,1.1976067781039461,1.413570216669962
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.3_elm1.2,dev-other,4.9,4.91,3.7,0.3,0.9,0.2232549457145365,1.3128910534461133,1.5361459991606499
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm0.6,dev-other,5.1,5.08,4.2,0.5,0.4,0.24146937055862389,1.8811064142840794,2.122575784842703
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm0.7,dev-other,5.0,4.96,4.1,0.5,0.4,0.23071511151664054,1.6466146261475851,1.8773297376642257
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm0.8,dev-other,4.9,4.91,4.0,0.4,0.5,0.2080580643592435,1.429913101986118,1.6379711663453616
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm0.9,dev-other,4.9,4.85,4.0,0.4,0.5,0.21118510280675845,1.3386733597730927,1.5498584625798513
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm1.0,dev-other,4.8,4.81,3.9,0.4,0.5,0.2190617944572201,1.3144401629391724,1.5335019573963926
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm1.1,dev-other,4.9,4.86,3.9,0.4,0.6,0.2156927502122371,1.247085488852186,1.462778239064423
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.4_elm1.2,dev-other,4.9,4.88,3.8,0.4,0.7,0.22654386280350078,1.2617560219675077,1.4882998847710085
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm0.6,dev-other,5.3,5.28,4.3,0.5,0.5,0.21152928792494027,1.70361630603904,1.9151455939639803
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm0.7,dev-other,5.1,5.06,4.2,0.5,0.4,0.21781631997173345,1.6342207114883895,1.8520370314601229
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm0.8,dev-other,5.0,5.00,4.1,0.4,0.5,0.21329945561708036,1.440622911998306,1.6539223676153865
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm0.9,dev-other,5.0,4.96,4.1,0.4,0.5,0.21481440106926772,1.4118078816729025,1.6266222827421704
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm1.0,dev-other,4.9,4.88,4.0,0.4,0.5,0.24618883582479062,1.5539613668489785,1.800150202673769
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm1.1,dev-other,4.9,4.86,3.9,0.4,0.6,0.21820876904688594,1.3253178270167993,1.5435265960636853
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.5_elm1.2,dev-other,4.9,4.89,3.9,0.4,0.6,0.21667852160791157,1.2273325729146936,1.444011094522605
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_mbs1024,dev-other,6.4,6.34,5.1,0.9,0.4,0.21115734338825806,0.2321342858615526,0.4432916292498107
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_mbs2048,dev-other,6.4,6.34,5.1,0.9,0.4,0.20971943451134084,0.2335088396508846,0.44322827416222543
