Experiment Name,Dataset,WER,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.5,test-clean,2.8,2.2,0.4,0.3,0.21318841034108257,0.011916694667884297,0.22510510500896688
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.5,test-other,6.0,4.5,0.6,0.8,0.24874684859294088,0.025356615469084954,0.27410346406202585
qat_ctc_bpe_part10__recog_tree_bpe-LSTM,dev-clean,2.3,1.8,0.3,0.2,0.224888394171541,0.4010607107778741,0.625949104949415
qat_ctc_bpe_part10__recog_tree_bpe-LSTM,dev-other,5.4,4.3,0.6,0.5,0.23735249244628023,0.4533491177082696,0.6907016101545498
qat_ctc_bpe_part10__recog_tree_bpe-LSTM,test-clean,2.5,2.0,0.4,0.2,0.22017793027340984,0.3914758425219655,0.6116537727953754
qat_ctc_bpe_part10__recog_tree_bpe-LSTM,test-other,5.5,4.4,0.6,0.6,0.23740238231478808,0.430530043578797,0.667932425893585
qat_ctc_bpe_part10__recog_tree_memristor_eq,dev-clean,2.9,2.2,0.5,0.1,0.22235226341877762,0.004204737005668084,0.22655700042444568
qat_ctc_bpe_part10__recog_tree_memristor_eq,dev-other,7.2,5.6,1.2,0.4,0.22947841533185503,0.007215531830874878,0.2366939471627299
qat_ctc_bpe_part10__recog_tree_memristor_eq,test-clean,3.2,2.4,0.7,0.2,0.2148400981561659,0.004087626447966911,0.21892772460413282
qat_ctc_bpe_part10__recog_tree_memristor_eq,test-other,7.1,5.5,1.2,0.4,0.2402838261501525,0.007710371546989086,0.2479941976971416
