Experiment Name,Dataset,WER,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.8_p0.5,dev-other,5.5,4.4,0.7,0.4,0.23078950826079578,0.021939375788677183,0.25272888404947297
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.8_p0.5,test-clean,2.6,2.1,0.4,0.1,0.21676971064329356,0.011465891653418894,0.22823560229671244
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.8_p0.5,test-other,5.6,4.4,0.8,0.4,0.2172719582479629,0.02190951747945094,0.23918147572741383
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.2,dev-clean,2.3,1.8,0.2,0.2,0.18956284196186488,0.006997316091840772,0.19656015805370564
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.2,dev-other,5.4,4.3,0.5,0.6,0.20151382347126545,0.014126221490385331,0.21564004496165076
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.2,test-clean,2.6,2.1,0.3,0.2,0.18727461750445484,0.007176148162202104,0.19445076566665695
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.2,test-other,5.6,4.3,0.6,0.7,0.19850304576864344,0.014034197489904485,0.21253724325854792
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.3,dev-clean,2.3,1.8,0.3,0.2,0.2084837812707932,0.008272727674036423,0.21675650894482962
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.3,dev-other,5.4,4.3,0.6,0.5,0.22022050183182576,0.016719638750620717,0.23694014058244647
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.3,test-clean,2.6,2.1,0.3,0.2,0.20748679695626454,0.008249470381291134,0.2157362673375557
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.3,test-other,5.5,4.3,0.6,0.6,0.2262385561459931,0.016896535952509513,0.24313509209850262
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.4,dev-clean,2.3,1.8,0.3,0.2,0.20886155343310825,0.009591938774272142,0.2184534922073804
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.4,dev-other,5.4,4.4,0.6,0.4,0.2274866510683184,0.020448714387227278,0.24793536545554565
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.4,test-clean,2.6,2.1,0.4,0.2,0.2065431875297636,0.00952410283317732,0.21606729036294095
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.4,test-other,5.5,4.4,0.7,0.5,0.21733392818302305,0.01857081634655049,0.23590474452957352
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.5,dev-clean,2.3,1.8,0.3,0.2,0.20916321722423908,0.011034648219425071,0.22019786544366415
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.5,dev-other,5.5,4.4,0.7,0.4,0.22078052840933624,0.01965825210275738,0.24043878051209364
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.5,test-clean,2.7,2.1,0.4,0.2,0.2195116825091819,0.01144600341800587,0.23095768592718777
hilmes_memristor_v10_0607__recog_tree_4gram_lm0.9_p0.5,test-other,5.6,4.5,0.7,0.4,0.2299391125796403,0.022687021850859957,0.25262613443050025
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.2,dev-clean,2.3,1.8,0.2,0.3,0.21866605861607133,0.007287938754663242,0.22595399737073457
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.2,dev-other,5.5,4.3,0.5,0.7,0.22792653085973652,0.01661740349336008,0.2445439343530966
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.2,test-clean,2.7,2.1,0.3,0.3,0.20488706032611534,0.007149108160982805,0.21203616848709814
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.2,test-other,5.7,4.3,0.6,0.8,0.22850700312050234,0.01589974894913778,0.2444067520696401
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.3,dev-clean,2.3,1.8,0.3,0.2,0.20975246671941655,0.00820821561530917,0.2179606823347257
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.3,dev-other,5.5,4.3,0.6,0.6,0.23093348786031243,0.016872030200401976,0.24780551806071438
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.3,test-clean,2.7,2.1,0.3,0.2,0.2075499140736177,0.008270918416085987,0.21582083248970368
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.3,test-other,5.6,4.4,0.6,0.7,0.2172063971407752,0.01574989942609361,0.23295629656686878
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.4,dev-clean,2.3,1.9,0.3,0.2,0.21023326372511564,0.009038467721628153,0.2192717314467438
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.4,dev-other,5.5,4.4,0.6,0.5,0.2510805667341443,0.02175051487042677,0.2728310816045711
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.4,test-clean,2.7,2.1,0.4,0.2,0.21320302298832544,0.009420161510158832,0.22262318449848428
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.4,test-other,5.6,4.4,0.6,0.6,0.2276988523631317,0.01875494885685599,0.2464538012199877
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.5,dev-clean,2.3,1.9,0.3,0.2,0.21876779223524992,0.01072160571837888,0.2294893979536288
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.5,dev-other,5.5,4.4,0.6,0.5,0.22730552448220176,0.019742640593853347,0.24704816507605512
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.5,test-clean,2.7,2.1,0.4,0.2,0.2181644336139795,0.011105856231212212,0.2292702898451917
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.0_p0.5,test-other,5.6,4.4,0.7,0.5,0.2251572719293879,0.020194725708196592,0.24535199763758447
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.2,dev-clean,2.4,1.9,0.2,0.3,0.21578751263786594,0.007038236140881038,0.22282574877874697
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.2,dev-other,5.6,4.3,0.5,0.8,0.23092754074941726,0.01471203289287015,0.2456395736422874
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.2,test-clean,2.8,2.1,0.3,0.4,0.21706650641819053,0.007163486278480562,0.2242299926966711
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.2,test-other,5.8,4.4,0.5,1.0,0.21790642382930286,0.013858954200105054,0.23176537802940791
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.3,dev-clean,2.4,1.9,0.3,0.3,0.2161252860127616,0.008539609534375808,0.2246648955471374
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.3,dev-other,5.6,4.3,0.6,0.7,0.2300111588718104,0.015587736724669876,0.24559889559648027
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.3,test-clean,2.8,2.1,0.3,0.3,0.21327799754317583,0.008686709235689052,0.2219647067788649
hilmes_memristor_v10_0607__recog_tree_4gram_lm1.1_p0.3,test-other,5.7,4.4,0.6,0.8,0.22544225586391967,0.016195166916054125,0.2416374227799738
