Experiment Name,Dataset,WER,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.5,0.24436518671334964,0.28995888839761097,0.5343240751109606
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.2358773691495372,0.33895712392420047,0.5748344930737377
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st12.0|10.0_mb128|64,test-other,5.5,4.4,0.6,0.5,0.24898647735873133,0.3598891318363744,0.6088756091951057
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.2,1.7,0.3,0.2,0.23084273536737948,0.7600296666188235,0.990872401986203
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.5,0.5,0.24361463332761768,0.8252237576040822,1.0688383909316999
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.22016526704095085,0.6278705274691232,0.848035794510074
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.6,0.5,0.2461192042398126,0.9871716669480135,1.233290871187826
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.23645512373802113,0.3188546713117767,0.5553097950497978
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.4,0.2371860489063831,0.29827122022256936,0.5354572691289524
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.2152587407200899,0.23612327631700666,0.4513820170370966
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st12.0|10.0_mb128|64,test-other,5.5,4.4,0.7,0.5,0.22531941919732423,0.26696305524306496,0.4922824744403892
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.23602989139976585,0.7873548467515727,1.0233847381513386
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.4,0.22991398442355224,0.8446578718099315,1.0745718562334836
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.21662300306442744,0.6083173452340142,0.8249403482984415
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.4_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.6,0.4,0.2236140568407126,0.830576961483977,1.0541910183246896
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st12.0|10.0_mb128|64,dev-clean,2.4,1.9,0.3,0.2,0.23859534285647493,0.3396799491512302,0.5782752920077051
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st12.0|10.0_mb128|64,dev-other,5.4,4.4,0.6,0.4,0.22850922066042864,0.27552265256685393,0.5040318732272826
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.21544966350071124,0.24416169150898087,0.45961135500969214
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.7,0.4,0.22696557702341716,0.2754115982945715,0.5023771753179886
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.20822261306362885,0.6590279388880429,0.8672505519516718
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.4,0.22996013513578184,0.8180784047593592,1.048038539895141
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.4,0.1,0.22961571010221862,0.798033802108814,1.0276495122110327
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.5_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.4,0.2318554923839233,0.8752884573530719,1.1071439497369953
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.3,0.21177226103530017,0.24423467198807466,0.45600693302337486
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st12.0|10.0_mb128|64,dev-other,5.3,4.3,0.5,0.6,0.227468246276768,0.275673426780601,0.503141673057369
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st12.0|10.0_mb128|64,test-clean,2.5,2.0,0.3,0.2,0.21393935604233935,0.2318349007103787,0.4457742567527181
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.5,0.7,0.22873283156694188,0.26092814958033256,0.48966098114727447
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.21646148532278103,0.7593862534156122,0.9758477387383933
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.5,0.6,0.22644833474348897,0.7519173234526325,0.9783656581961215
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st18.0|14.0_mb1024|256,test-clean,2.5,2.0,0.4,0.2,0.2196044971655633,0.589264252146235,0.8088687493117983
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.2_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.5,0.6,0.23318105289408658,0.7454471137068878,0.9786281666009744
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.21492208406424612,0.24493001537800602,0.45985209944225214
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.5,0.22191246022243233,0.266326248779385,0.4882387090018173
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st12.0|10.0_mb128|64,test-clean,2.5,2.0,0.4,0.2,0.21279872007121114,0.22833522804479542,0.44113394811600654
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.6,0.2293862061994049,0.2665865188877601,0.495972725087165
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.21310982177653506,0.5644711341625076,0.7775809559390426
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.5,0.5,0.2471734902636423,0.9046640215691922,1.1518375118328346
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st18.0|14.0_mb1024|256,test-clean,2.5,2.0,0.4,0.2,0.21284368338595414,0.5645901904002365,0.7774338737861907
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.3_st18.0|14.0_mb1024|256,test-other,5.4,4.3,0.6,0.5,0.2311784444031164,0.831857372862793,1.0630358172659096
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.21384217882359244,0.23992168273687367,0.4537638615604661
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.5,0.23060485707836212,0.3032257291078398,0.5338305861862019
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.2119190369949627,0.2342794381305441,0.4461984751255068
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.5,0.22326073856477338,0.26964625670201925,0.4929069952667926
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.2357257632010307,0.7956711404660354,1.031396903667066
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.4,0.2494133204357444,0.97155291724295,1.2209662376786945
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.22948093630022293,0.6049467670814027,0.8344277033816256
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.4_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.6,0.5,0.24581101985586468,0.9302642728606427,1.1760752927165075
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st12.0|10.0_mb128|64,dev-clean,2.4,1.9,0.3,0.2,0.2199681974936873,0.2747616686460595,0.4947298661397468
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.4,0.22418674837268843,0.2744825476544346,0.498669296027123
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.21066415019241297,0.23965804140863517,0.45032219160104814
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.7,0.5,0.22545738458768352,0.27228307457399065,0.4977404591616742
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.21286806450605847,0.5968968844312669,0.8097649489373253
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.4,0.2476290776780449,0.8502057424008707,1.0978348200789156
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.2146780971111734,0.656028083792948,0.8707061809041213
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.0_p0.5_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.4,0.24302563803295446,0.8502047949395191,1.0932304329724736
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.3,0.2395304797351915,0.32099631939483103,0.5605267991300226
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.6,0.2425862103075735,0.3028269167488076,0.545413127056381
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st12.0|10.0_mb128|64,test-clean,2.5,2.0,0.3,0.2,0.21789316520273225,0.23389224395272637,0.4517854091554586
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.5,0.7,0.24934103023792628,0.40957965146593456,0.6589206817038609
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.2262089144292089,0.5633012925136067,0.7895102069428157
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.5,0.6,0.2549170272535358,1.003442711368054,1.2583597386215897
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st18.0|14.0_mb1024|256,test-clean,2.5,2.0,0.3,0.2,0.23166723671843933,0.7085791450412213,0.9402463817596607
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.2_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.5,0.6,0.24493194048649836,0.9022501614723286,1.1471821019588269
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st12.0|10.0_mb128|64,dev-clean,2.4,1.8,0.3,0.3,0.23972633709060268,0.32853076581996854,0.5682571029105712
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.6,0.2425051469653119,0.30309332979605175,0.5455984767613636
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st12.0|10.0_mb128|64,test-clean,2.5,2.0,0.3,0.2,0.23690275609234265,0.32088083831029385,0.5577835944026365
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.6,0.25035871011288263,0.45514273131690336,0.705501441429786
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.2270757096880893,0.571105180462163,0.7981808901502523
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.5,0.6,0.24504994489721435,0.7387785768924167,0.983828521789631
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st18.0|14.0_mb1024|256,test-clean,2.5,2.0,0.4,0.2,0.22315161190654012,0.558646665265714,0.7817982771722541
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.3_st18.0|14.0_mb1024|256,test-other,5.4,4.3,0.6,0.6,0.255517370794719,1.0238423284613782,1.2793596992560974
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st12.0|10.0_mb128|64,dev-clean,2.4,1.8,0.3,0.2,0.22010177782308216,0.2392184619607635,0.4593202397838456
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.5,0.2519430350390962,0.43512162604706545,0.6870646610861617
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.3,0.2,0.2157614646137633,0.234111100637978,0.4498725652517413
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.6,0.24346860094843617,0.4187603742399877,0.6622289751884238
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.22869344182657442,0.5811558617156728,0.8098493035422473
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.5,0.5,0.25184071624628573,1.1109046653324048,1.3627453815786905
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.2,0.2267133630876165,0.7447191320325368,0.9714324951201533
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.4_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.6,0.5,0.24697526223188143,0.9651327916815566,1.2121080539134381
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st12.0|10.0_mb128|64,dev-clean,2.4,1.9,0.3,0.2,0.23839697746888144,0.3300864368104871,0.5684834142793685
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.4,0.23384007145811816,0.27608688462614484,0.509926956084263
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.21610146009351824,0.23351999621501887,0.4496214563085371
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.7,0.5,0.2297876884094222,0.2668993355221492,0.4966870239315714
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.241447513011009,0.7935131080765562,1.0349606210875653
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.4,0.2520960704189534,0.9565591192048319,1.2086551896237854
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.4,0.1,0.23585306654655172,0.9532213409441816,1.1890744074907333
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.1_p0.5_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.5,0.2535057702747397,0.9888452799205864,1.242351050195326
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st12.0|10.0_mb128|64,dev-clean,2.4,1.8,0.3,0.3,0.23751258024590957,0.3345877070242987,0.5721002872702082
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.4,0.7,0.2293913326112023,0.25401528780098115,0.4834066204121834
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st12.0|10.0_mb128|64,test-clean,2.5,2.0,0.3,0.2,0.21597316795595523,0.23055912775262566,0.4465322957085809
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st12.0|10.0_mb128|64,test-other,5.7,4.4,0.5,0.8,0.25065664170054586,0.3596841282987751,0.610340769999321
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.3,0.22955810474213992,0.546421255618049,0.7759793603601889
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.4,0.7,0.2555824992882417,0.8549452017761066,1.1105277010643482
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st18.0|14.0_mb1024|256,test-clean,2.5,2.0,0.3,0.2,0.23425167311076694,0.7962395405467694,1.0304912136575364
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.2_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.5,0.7,0.25139936923799594,0.7617511679931515,1.0131505372311473
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st12.0|10.0_mb128|64,dev-clean,2.4,1.8,0.3,0.3,0.2197212545404881,0.23797736484809184,0.4576986193885799
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.6,0.2323784401363079,0.3031297032813229,0.5355081434176308
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.3,0.2,0.21539965739339748,0.22989297889651347,0.44529263628991095
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.5,0.7,0.25041110842126707,0.3634157055441326,0.6138268139653996
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.22645274863646744,0.5493074334436039,0.7757601820800712
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.5,0.6,0.24465351399392402,0.7034541606669047,0.9481076746608287
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st18.0|14.0_mb1024|256,test-clean,2.5,2.0,0.3,0.2,0.23259264071504832,0.6943337738198612,0.9269264145349094
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.3_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.5,0.6,0.25724965082263507,0.9739506011871706,1.2312002520098055
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st12.0|10.0_mb128|64,dev-clean,2.4,1.9,0.3,0.3,0.22089206844497553,0.2340151229991935,0.454907191444169
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.5,0.24635282246380408,0.3541935709886338,0.6005463934524379
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.23529907211379714,0.3149193469958466,0.5502184191096438
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.6,0.2343042292214233,0.2786847705763947,0.512988999797818
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.2,0.24175763651620416,0.6369722428295161,0.8787298793457203
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st18.0|14.0_mb1024|256,dev-other,5.3,4.2,0.5,0.5,0.24630513259907166,0.7264860950225862,0.9727912276216578
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.2,0.23373301374523447,0.6032463449921439,0.8369793587373785
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.4_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.6,0.6,0.2532900016846988,1.072949514002932,1.3262395156876305
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st12.0|10.0_mb128|64,dev-clean,2.4,1.9,0.3,0.2,0.2162244410924094,0.24360427984943603,0.4598287209418454
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.6,0.5,0.23957702717197668,0.3118406687994238,0.5514176959714004
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st12.0|10.0_mb128|64,test-clean,2.7,2.1,0.4,0.2,0.22882056891066152,0.38466817912288404,0.6134887480335456
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.5,0.2490212112217709,0.3598741800641913,0.6088953912859623
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.3,1.9,0.3,0.2,0.24514637244765852,0.8658844580644155,1.111030830512074
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.5,0.2527925696348458,0.9906075830223429,1.2434001526571887
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.4,0.2,0.22337159256450537,0.5581249814933361,0.7814965740578416
qat_ctc_bpe__recog_tree_bpe-LSTM_lm1.2_p0.5_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.5,0.256489356568235,1.0402158969186532,1.2967052534868884
qat_ctc_bpe__recog_tree_memristor_eq,dev-clean,2.8,2.1,0.5,0.2,0.2049856627484123,0.003896860620880184,0.20888252336929247
qat_ctc_bpe__recog_tree_memristor_eq,dev-other,6.9,5.5,1.0,0.4,0.21604126934984857,0.006579586952192196,0.22262085630204076
qat_ctc_bpe__recog_tree_memristor_eq,test-clean,3.0,2.3,0.6,0.2,0.20028136239819347,0.0038123052040613535,0.20409366760225484
qat_ctc_bpe__recog_tree_memristor_eq,test-other,6.9,5.4,1.1,0.4,0.21459946969783888,0.0063522182987431584,0.22095168799658202
qat_ffnn_transducer_full_quant__recog_lexfree,dev-clean,2.5,2.1,0.2,0.2,0.22056461166818003,0.4448065002198239,0.6653711118880039
qat_ffnn_transducer_full_quant__recog_lexfree,dev-other,6.5,5.4,0.6,0.5,0.23306761844438553,0.4452494848326616,0.6783171032770471
qat_ffnn_transducer_full_quant__recog_lexfree,test-clean,2.8,2.2,0.3,0.2,0.1995974526555958,0.42708888581591675,0.6266863384715126
qat_ffnn_transducer_full_quant__recog_lexfree,test-other,6.6,5.4,0.7,0.6,0.22940678053878108,0.4436266245362347,0.6730334050750157
qat_ffnn_transducer_full_quant__recog_lexfree_bpe-LSTM,dev-clean,2.2,1.7,0.2,0.3,0.20427289780787905,1.3991142441135764,1.6033871419214554
qat_ffnn_transducer_full_quant__recog_lexfree_bpe-LSTM,dev-other,5.2,3.9,0.4,0.9,0.2139931761020041,1.6844796737935301,1.8984728498955343
qat_ffnn_transducer_full_quant__recog_lexfree_bpe-LSTM,test-clean,2.3,1.8,0.2,0.3,0.19099134850293134,1.3606695135389573,1.5516608620418886
qat_ffnn_transducer_full_quant__recog_lexfree_bpe-LSTM,test-other,5.4,4.0,0.4,1.0,0.21037271543527947,1.6623918583500268,1.8727645737853063
qat_ffnn_transducer_full_quant__recog_tree,dev-clean,2.7,2.0,0.3,0.4,0.21472183456566826,0.5432978798120666,0.7580197143777349
qat_ffnn_transducer_full_quant__recog_tree,dev-other,6.3,5.0,0.8,0.5,0.22878495018691103,0.6369040694619575,0.8656890196488686
qat_ffnn_transducer_full_quant__recog_tree,test-clean,3.0,2.3,0.4,0.4,0.2152601208743068,0.5487541985771629,0.7640143194514697
qat_ffnn_transducer_full_quant__recog_tree,test-other,6.6,5.0,0.9,0.7,0.22135387050531574,0.6130835446458311,0.8344374151511469
qat_ffnn_transducer_full_quant__recog_tree_4gram,dev-clean,2.4,1.8,0.2,0.3,0.19398456456841612,1.6101999359531,1.8041845005215162
qat_ffnn_transducer_full_quant__recog_tree_4gram,dev-other,5.7,4.2,0.5,1.0,0.1975612960834747,2.7605138184243736,2.958075114507848
qat_ffnn_transducer_full_quant__recog_tree_4gram,test-clean,2.7,2.0,0.3,0.4,0.19464699891164178,1.658640063320194,1.8532870622318358
qat_ffnn_transducer_full_quant__recog_tree_4gram,test-other,5.7,4.3,0.6,0.8,0.20071611556145752,2.8181263566210113,3.0188424721824685
qat_ffnn_transducer_full_quant__recog_tree_4gram_bpe-LSTM,dev-clean,2.5,1.8,0.2,0.4,0.20126909149953334,1.2784275728723031,1.4796966643718363
qat_ffnn_transducer_full_quant__recog_tree_4gram_bpe-LSTM,dev-other,5.3,4.3,0.5,0.6,0.2114246530935376,1.398678217375429,1.6101028704689666
qat_ffnn_transducer_full_quant__recog_tree_4gram_bpe-LSTM,test-clean,2.6,2.0,0.3,0.3,0.1977597536255881,1.2752031135180464,1.4729628671436346
qat_ffnn_transducer_full_quant__recog_tree_4gram_bpe-LSTM,test-other,5.7,4.4,0.6,0.7,0.2125678189371836,1.393639809308351,1.6062076282455349
qat_ffnn_transducer_full_quant__recog_tree_bpe-LSTM,dev-clean,2.5,1.8,0.2,0.5,0.20450729647310203,1.2995613890638547,1.5040686855369567
qat_ffnn_transducer_full_quant__recog_tree_bpe-LSTM,dev-other,5.3,4.0,0.4,0.9,0.21458569278203637,1.4533637856700676,1.667949478452104
